StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q14,Q12,Q15,Q16,Q17,Q18,Q19,Q1,Q4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q10,MTurkCode
2019-04-15 20:39:29,2019-04-15 21:09:47,IP Address,49.205.138.29,100,1817,True,2019-04-15 21:09:47,R_2aUEquNmJdQB8wm,,,,,10.990997314453125,76.966705322265625,anonymous,EN,I consent,2,2-5-8434-7184-7356-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,Yes,American Indian or Alaska Native,Some college,Married,Employed part time,"$10,000 - $19,999",Right,na,9476210
2019-04-15 21:18:12,2019-04-15 21:24:59,IP Address,74.99.85.134,100,406,True,2019-04-15 21:24:59,R_CmEltkeCWd719wR,,,,,36.643402099609375,-76.24199676513671875,anonymous,EN,I consent,2,5-1-23447-10355-5639-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,25 - 34,No,White,4 year degree,Never married,Unemployed looking for work,"$100,000 - $149,999",Right,23322,43850651
2019-04-15 21:41:22,2019-04-15 21:54:07,IP Address,71.128.166.157,100,764,True,2019-04-15 21:54:08,R_3hmu1wieaJXVODg,,,,,36.3065948486328125,-86.61009979248046875,anonymous,EN,I consent,2,0-5-16370-25776-7844-R,Yes,Yes,No,Slightly satisfied,Moderately intuitive,Female,45 - 54,No,American Indian or Alaska Native,Some college,Separated,Employed full time,"$20,000 - $29,999",Right,37075,84765474
2019-04-15 21:53:14,2019-04-15 21:57:31,IP Address,182.72.214.82,100,256,True,2019-04-15 21:57:32,R_1gjcZxzdgA0O6aK,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,12,3-7-7732-5555-6056-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,Asian,Professional degree,Married,Employed full time,"$60,000 - $69,999",Right,60406,14533344
2019-04-15 21:56:11,2019-04-15 21:59:11,IP Address,182.72.214.82,100,180,True,2019-04-15 21:59:12,R_C3n7O0n81D5UZTH,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,17,0-6-5050-3821-2917-R,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,25 - 34,No,"American Indian or Alaska Native,Asian",4 year degree,Married,Employed full time,"$70,000 - $79,999",Left,60406,16066889
2019-04-15 21:51:41,2019-04-15 21:59:50,IP Address,182.72.214.82,100,489,True,2019-04-15 21:59:50,R_2tJwytyNe4aPyPI,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,8,1-5-19675-9620-10714-L,Yes,Yes,Yes,Slightly satisfied,Slightly intuitive,Female,25 - 34,Yes,Asian,Professional degree,Married,Employed full time,"$80,000 - $89,999",Right,60406,28593334
2019-04-15 22:03:58,2019-04-15 22:07:10,IP Address,182.72.214.82,100,191,True,2019-04-15 22:07:10,R_1Qz2Coe5DMVsoFK,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,17,1-4-2697-3773-2435-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,25 - 34,No,Asian,4 year degree,Married,Employed full time,"$60,000 - $69,999",Left,60406,84404642
2019-04-15 21:49:24,2019-04-15 22:07:47,IP Address,182.72.214.82,100,1102,True,2019-04-15 22:07:47,R_1doSNdqPa3mfxDE,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,11,49-6-41897-25201-9600-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,"Black or African American,Asian",4 year degree,Married,Employed full time,"$40,000 - $49,999",Left,60406,40863861
2019-04-15 21:50:35,2019-04-15 22:10:34,IP Address,182.72.214.82,100,1199,True,2019-04-15 22:10:35,R_d52WbUq6INBCIYF,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,12,49-6-41897-25201-9600-L,Yes,Yes,Yes,Moderately dissatisfied,Slightly intuitive,Male,25 - 34,Yes,Black or African American,Professional degree,Never married,Employed full time,"$10,000 - $19,999",Right,60406,32262429
2019-04-15 22:13:45,2019-04-15 22:20:14,IP Address,107.15.101.14,100,388,True,2019-04-15 22:20:14,R_2ahPA9ZA47gh1VI,,,,,35.8047027587890625,-78.88809967041015625,anonymous,EN,I consent,5,8-1-3977-6238-36279-R,Yes,Yes,Yes,Extremely dissatisfied,Not intuitive at all,Male,25 - 34,No,White,2 year degree,Married,Employed full time,"More than $150,000",Right,27617,62405415
2019-04-15 21:57:51,2019-04-15 22:34:12,IP Address,122.174.90.15,100,2180,True,2019-04-15 22:34:12,R_BJsl86wJ5jKHb9v,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,19,16-10-23780-79624-11345-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,25 - 34,No,Other,Some college,Never married,Employed part time,"Less than $10,000",Right,NA,52299647
2019-04-15 22:08:20,2019-04-16 00:08:24,IP Address,182.72.214.82,100,7203,True,2019-04-16 00:08:24,R_0MWBEr0ii1BtANH,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,0,8-7-7283-8151-4951-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,Asian,Professional degree,Married,Employed full time,"$30,000 - $39,999",Right,na,88157841
2019-04-15 22:05:16,2019-04-16 00:12:24,IP Address,182.72.214.82,100,7627,True,2019-04-16 00:12:24,R_3F2IDhpbCJx8RYH,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,0,14-4-4335-4620-4970-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,Asian,4 year degree,Never married,Employed full time,"$20,000 - $29,999",Right,NA,14127652
2019-04-16 03:54:10,2019-04-16 04:10:40,IP Address,182.72.214.82,100,989,True,2019-04-16 04:10:41,R_1Kvyfqu2utOlAnQ,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,0,0-3-6797-4933-3999-L,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Female,18 - 24,Yes,Asian,Professional degree,Never married,Employed full time,"$20,000 - $29,999",Right,NA,54487237
2019-04-16 05:20:19,2019-04-16 05:29:54,IP Address,182.72.214.82,100,574,True,2019-04-16 05:29:54,R_25HgEIsvX1mc4YE,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,0,0-2-2700-6131-6250-R,Yes,Yes,Yes,,Very intuitive,Female,18 - 24,Yes,Asian,Some college,Married,Employed full time,"$10,000 - $19,999",Right,NA,46856873
2019-04-16 10:34:07,2019-04-16 10:48:32,IP Address,157.50.231.61,100,865,True,2019-04-16 10:48:32,R_3NOm3yobHweXwiU,,,,,9.9333038330078125,78.11669921875,anonymous,EN,I consent,0,5-5-95121-24377-13752-L,No,Yes,No,Extremely satisfied,Extremely intuitive,Male,18 - 24,Yes,White,4 year degree,Never married,Student,"Less than $10,000",Right,90001,42980721
2019-04-16 10:41:36,2019-04-16 10:57:59,IP Address,157.50.12.210,100,982,True,2019-04-16 10:57:59,R_3ELxmo6ieGlbXsd,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,0,0-5-7922-3737-31001-L,Yes,No,Yes,Extremely satisfied,Extremely intuitive,Male,18 - 24,Yes,White,4 year degree,Never married,Student,"Less than $10,000",Right,99501,15376108
2019-04-16 11:27:47,2019-04-16 11:31:12,IP Address,216.168.139.219,100,205,True,2019-04-16 11:31:12,R_OJOjGfL9kHCzseB,,,,,45.1183929443359375,-93.346099853515625,anonymous,EN,I consent,2,5-1-6234-13378-8071-L,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Female,45 - 54,No,White,4 year degree,Married,Employed part time,"$90,000 - $99,999",Right,55448,20407395
2019-04-16 11:15:49,2019-04-16 11:31:24,IP Address,79.109.9.17,100,935,True,2019-04-16 11:31:24,R_3maGkEFvCUFS96K,,,,,43.349395751953125,-4.0478973388671875,anonymous,EN,I consent,2,0-5-14809-20768-14766-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,18 - 24,No,White,Some college,Never married,Employed part time,"$10,000 - $19,999",Right,32703,93347903
2019-04-16 11:30:30,2019-04-16 11:43:04,IP Address,173.44.36.155,100,753,True,2019-04-16 11:43:04,R_RVl9LGgTnX2Spfb,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,I consent,2,0-6-13145-32637-26168-R,No,Yes,Yes,Extremely satisfied,Very intuitive,Female,25 - 34,No,White,Professional degree,Never married,Employed full time,"$10,000 - $19,999",Right,81502,30770598
2019-04-16 18:30:53,2019-04-16 18:40:00,IP Address,50.35.72.180,100,546,True,2019-04-16 18:40:00,R_3ekKgFMMnpVhZCo,,,,,47.6721954345703125,-122.125701904296875,anonymous,EN,I consent,2,3-7-6196-12243-6938-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,No,White,4 year degree,Never married,Unemployed looking for work,"$60,000 - $69,999",Left,98052,296651
2019-04-16 18:41:57,2019-04-16 18:47:45,IP Address,82.23.158.159,100,347,True,2019-04-16 18:47:45,R_3qsUn4yHzDr0twg,,,,,55.8802947998046875,-4.3054962158203125,anonymous,EN,I consent,7,0-5-4710-25951-6179-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,25 - 34,No,White,4 year degree,Never married,Employed part time,"$10,000 - $19,999",Right,na,9472558
2019-04-16 19:08:54,2019-04-16 19:23:55,IP Address,64.188.185.246,100,901,True,2019-04-16 19:23:56,R_R5eLOamCUTGxL7X,,,,,33.09930419921875,-98.58319854736328125,anonymous,EN,I consent,2,4-0-5510-5376-7985-R,Yes,Yes,Yes,Moderately satisfied,Slightly intuitive,Other,35 - 44,No,White,Professional degree,Divorced,Employed full time,"$20,000 - $29,999",Right,76450,57180315
2019-04-16 21:30:05,2019-04-16 21:37:08,IP Address,157.46.105.135,100,422,True,2019-04-16 21:37:08,R_2CBzHOohSSwemlT,,,,,10.990997314453125,76.966705322265625,anonymous,EN,I consent,2,0-5-14455-8631-6626-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,25 - 34,No,Asian,4 year degree,Married,Employed full time,"$20,000 - $29,999",Right,na,92736143
2019-04-16 22:14:37,2019-04-16 22:41:22,IP Address,182.72.214.82,100,1604,True,2019-04-16 22:41:22,R_3j9iW886PJCp1pL,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,0,2-2-4953-3684-7901-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,Yes,Asian,Professional degree,Never married,Employed full time,"$10,000 - $19,999",Right,NA,63094189
2019-04-17 00:47:53,2019-04-17 00:50:11,IP Address,182.72.214.82,100,137,True,2019-04-17 00:50:11,R_O8wG33ykLESJPZn,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,11,10-1-3397-4846-4184-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,18 - 24,Yes,"Black or African American,Asian",4 year degree,Married,Employed full time,"$10,000 - $19,999",Right,60406,93750881
2019-04-17 06:38:49,2019-04-17 06:42:51,IP Address,193.137.95.29,100,242,True,2019-04-17 06:42:52,R_3IQ7kQfHIWP8KEU,,,,,38.7174072265625,-9.1320953369140625,anonymous,EN,I consent,2,2-5-9416-7608-7227-L,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,35 - 44,No,White,High school graduate,Married,Employed full time,"$10,000 - $19,999",Right,na,16891187
2019-04-12 00:29:20,2019-04-17 10:00:07,IP Address,157.50.1.225,100,466247,True,2019-04-17 10:00:08,R_3iViuVuaAIYbCEj,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,0,3-5-3889-4203-9097-L,No,Yes,No,Extremely satisfied,Extremely intuitive,Male,25 - 34,Yes,American Indian or Alaska Native,4 year degree,Never married,Employed full time,"Less than $10,000",Right,99501,77071292
2019-04-17 10:02:54,2019-04-17 10:06:13,IP Address,138.73.70.104,100,199,True,2019-04-17 10:06:14,R_pxxsu5eYMpS9OaR,,,,,45.918792724609375,-64.38449859619140625,anonymous,EN,I consent,2,4-2-5238-4002-6217-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,18 - 24,No,White,Some college,Never married,Student,"$20,000 - $29,999",Right,na,61664761
2019-04-11 10:50:21,2019-04-17 10:07:52,IP Address,202.134.9.148,100,515851,True,2019-04-17 10:07:53,R_2XnizI4wx4UL68N,,,,,23.77099609375,90.361114501953125,anonymous,EN,I consent,2,0-5-19336-17953-16361-R,No,No,Yes,Moderately satisfied,Very intuitive,Male,18 - 24,No,Asian,4 year degree,Never married,Student,"$10,000 - $19,999",Right,na,88365217
2019-04-17 10:06:07,2019-04-17 10:11:35,IP Address,97.125.179.218,100,327,True,2019-04-17 10:11:35,R_RyOPEhTMxPCWSWd,,,,,41.5886993408203125,-93.6212005615234375,anonymous,EN,I consent,19,3-6-4019-4971-6244-R,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,25 - 34,No,White,4 year degree,Never married,Employed part time,"Less than $10,000",Right,50211,10197654
2019-04-17 10:06:45,2019-04-17 10:12:48,IP Address,98.212.151.39,100,362,True,2019-04-17 10:12:48,R_yHZDrJdcwl4Z8at,,,,,40.11199951171875,-88.23650360107421875,anonymous,EN,I consent,2,5-2-19266-19134-13373-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,55 - 64,No,White,Some college,Married,Employed part time,"$10,000 - $19,999",Left,61821,46371667
2019-04-17 10:02:03,2019-04-17 10:13:20,IP Address,122.164.176.156,100,677,True,2019-04-17 10:13:21,R_3NOgjlzmkARoGlz,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,1-6-5105-20295-6057-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,35 - 44,No,Asian,Professional degree,Married,Employed full time,"Less than $10,000",Right,na,25486014
2019-04-17 10:08:59,2019-04-17 10:13:30,IP Address,84.26.31.154,100,270,True,2019-04-17 10:13:30,R_1oaJ3yGiFdfwiEe,,,,,50.82989501953125,5.7082061767578125,anonymous,EN,I consent,2,3-2-8394-16640-6972-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,25 - 34,No,White,Professional degree,Never married,Employed full time,"$50,000 - $59,999",Right,na,97827852
2019-04-17 10:08:01,2019-04-17 10:14:39,IP Address,49.205.138.29,100,397,True,2019-04-17 10:14:39,R_3EHhcpPKSqEXTxC,,,,,10.990997314453125,76.966705322265625,anonymous,EN,I consent,2,2-5-11848-11696-24470-L,Yes,No,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,No,Asian,4 year degree,Married,Employed part time,"$10,000 - $19,999",Right,na,73035915
2019-04-17 10:11:31,2019-04-17 10:19:34,IP Address,47.205.91.3,100,483,True,2019-04-17 10:19:34,R_1OUdSuOwnIKyEHp,,,,,28.0946044921875,-81.49900054931640625,anonymous,EN,I consent,2,0-6-13942-53258-14800-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,45 - 54,Yes,White,4 year degree,Married,Employed full time,"$100,000 - $149,999",Right,34759,55001335
2019-04-17 10:14:59,2019-04-17 10:20:45,IP Address,74.248.185.141,100,346,True,2019-04-17 10:20:45,R_3kLqRsfgkpnNYom,,,,,33.4355010986328125,-86.11309814453125,anonymous,EN,I consent,2,4-1-17491-14699-20964-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,35 - 44,No,White,2 year degree,Married,Employed part time,"$60,000 - $69,999",Right,35950,56382565
2019-04-17 10:15:59,2019-04-17 10:21:26,IP Address,198.176.80.33,100,326,True,2019-04-17 10:21:26,R_pAhJn4WuDsfT3fX,,,,,39.606201171875,-84.16950225830078125,anonymous,EN,I consent,2,5-0-10890-10972-4404-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,No,Asian,Doctorate,Married,Employed full time,"$100,000 - $149,999",Right,80917,15857449
2019-04-17 10:18:10,2019-04-17 10:21:30,IP Address,137.97.131.240,100,200,True,2019-04-17 10:21:31,R_3fK3w5xxt9HNgv3,,,,,10.516693115234375,76.216705322265625,anonymous,EN,I consent,2,0-5-4105-3400-3025-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,18 - 24,No,Asian,High school graduate,Married,Employed full time,"Less than $10,000",Right,na,69325545
2019-04-17 10:17:13,2019-04-17 10:21:34,IP Address,72.36.113.139,100,261,True,2019-04-17 10:21:35,R_1IWuGsLrE3JATB4,,,,,40.104705810546875,-88.20619964599609375,anonymous,EN,I consent,6,0-5-9047-13020-7018-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"$60,000 - $69,999",Right,61801,42177642
2019-04-17 10:18:54,2019-04-17 10:23:02,IP Address,177.70.65.215,100,247,True,2019-04-17 10:23:02,R_RXjbyechTtP1H3P,,,,,-27.89190673828125,-53.7357025146484375,anonymous,EN,I consent,2,0-6-11184-9984-5152-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,18 - 24,No,White,2 year degree,Never married,Employed full time,"$30,000 - $39,999",Right,22810,60924305
2019-04-17 10:17:33,2019-04-17 10:23:32,IP Address,107.193.188.73,100,359,True,2019-04-17 10:23:33,R_dcnhUYOlotesIfL,,,,,36.8444061279296875,-121.36700439453125,anonymous,EN,I consent,2,5-1-13849-12929-6753-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,45 - 54,No,White,2 year degree,Married,Employed part time,"$70,000 - $79,999",Right,77080,7285554
2019-04-17 10:19:08,2019-04-17 10:27:00,IP Address,74.69.187.61,100,471,True,2019-04-17 10:27:00,R_3HvmB0cUYT0NK5g,,,,,42.0930023193359375,-79.2440032958984375,anonymous,EN,I consent,7,5-1-22552-5360-9321-L,Yes,Yes,Yes,Moderately dissatisfied,Not intuitive at all,Female,25 - 34,No,White,Some college,Never married,Unemployed looking for work,"Less than $10,000",Right,14701,66302915
2019-04-17 10:22:38,2019-04-17 10:29:43,IP Address,173.95.134.235,100,424,True,2019-04-17 10:29:43,R_1msi87Lem697rIv,,,,,36.02490234375,-78.47440338134765625,anonymous,EN,I consent,7,6-1-16268-20128-16270-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,45 - 54,No,White,4 year degree,Married,Employed full time,"More than $150,000",Right,27587,32617596
2019-04-17 10:14:08,2019-04-17 10:33:11,IP Address,75.187.204.41,100,1143,True,2019-04-17 10:33:11,R_1DAXv9RQ1iXkeHK,,,,,40.7960968017578125,-81.37979888916015625,anonymous,EN,I consent,2,11-8-291692-257076-11232-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,55 - 64,No,White,4 year degree,Divorced,Employed full time,"$40,000 - $49,999",Right,44720,50196737
2019-04-17 10:22:23,2019-04-17 10:33:34,IP Address,75.31.87.214,100,671,True,2019-04-17 10:33:35,R_3oN6CNvvo3e4D8W,,,,,29.8737945556640625,-95.5233001708984375,anonymous,EN,I consent,2,0-4-25181-23351-27182-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,35 - 44,No,White,4 year degree,Married,Employed part time,"$70,000 - $79,999",Right,77040,89744084
2019-04-17 10:02:28,2019-04-17 10:38:30,IP Address,73.199.117.11,100,2161,True,2019-04-17 10:38:30,R_1LtGkdCKgzRU96V,,,,,39.3773040771484375,-74.61229705810546875,anonymous,EN,I consent,11,4-1-11186-27832-8012-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,No,White,Some college,Married,Employed full time,"$100,000 - $149,999",Right,08205,83772351
2019-04-17 10:33:36,2019-04-17 10:38:32,IP Address,76.214.149.168,100,295,True,2019-04-17 10:38:32,R_2OSCMxMlkccxepZ,,,,,36.8419952392578125,-119.65779876708984375,anonymous,EN,I consent,2,5-1-18651-7680-7078-R,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,25 - 34,No,Black or African American,Some college,Never married,Employed full time,"$20,000 - $29,999",Right,93726,59466255
2019-04-17 10:35:58,2019-04-17 10:39:56,IP Address,98.177.212.171,100,237,True,2019-04-17 10:39:56,R_1OJFqXI28qbiJN3,,,,,33.6067962646484375,-112.22789764404296875,anonymous,EN,I consent,7,0-5-10900-7321-7342-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,18 - 24,No,White,Some college,Never married,Employed full time,"$20,000 - $29,999",Right,85388,61919551
2019-04-17 10:26:21,2019-04-17 10:40:36,IP Address,27.131.213.221,100,855,True,2019-04-17 10:40:37,R_1hWRuMXA3CIGX3J,,,,,22.5720062255859375,88.36700439453125,anonymous,EN,I consent,2,6-6-21488-9984-9745-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,45 - 54,No,Asian,4 year degree,Married,Employed full time,"$10,000 - $19,999",Right,na,60254622
2019-04-17 10:32:57,2019-04-17 10:41:26,IP Address,198.2.110.243,100,508,True,2019-04-17 10:41:26,R_2QLPmF9yHQ9jqER,,,,,42.985595703125,-81.182098388671875,anonymous,EN,I consent,2,6-5-27383-33755-15882-L,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Moderately intuitive,Female,25 - 34,No,White,Less than high school,Married,Unemployed not looking for work,"$30,000 - $39,999",Right,Na,24331515
2019-04-17 10:29:38,2019-04-17 10:41:56,IP Address,182.68.0.87,100,738,True,2019-04-17 10:41:57,R_3jcUQfQk0BOoahA,,,,,28.6013946533203125,77.19891357421875,anonymous,EN,I consent,2,1-7-14430-12126-14314-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,45 - 54,No,Asian,Professional degree,Married,Employed full time,"$20,000 - $29,999",Right,na,20617470
2019-04-17 10:37:29,2019-04-17 10:42:30,IP Address,24.162.125.90,100,301,True,2019-04-17 10:42:30,R_2cocogBSgCEuOeC,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,I consent,2,5-1-24516-21274-27345-L,Yes,Yes,Yes,Slightly dissatisfied,Moderately intuitive,Male,25 - 34,No,Asian,High school graduate,Married,Student,"$30,000 - $39,999",Right,76522,66088419
2019-04-17 10:41:37,2019-04-17 10:46:05,IP Address,138.94.191.228,100,267,True,2019-04-17 10:46:05,R_9Boszl2F9f6xR1n,,,,,-26.9640960693359375,-48.63079833984375,anonymous,EN,I consent,2,1-5-10041-15401-21760-L,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Male,25 - 34,Yes,White,4 year degree,Married,Employed full time,"$20,000 - $29,999",Right,Na,3721466
2019-04-17 10:41:51,2019-04-17 10:54:36,IP Address,172.56.4.223,100,765,True,2019-04-17 10:54:37,R_3qHyyjtWqxdtAT9,,,,,35.2843017578125,-80.76000213623046875,anonymous,EN,I consent,2,5-2-19872-25399-7602-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,35 - 44,No,White,4 year degree,Married,Unemployed not looking for work,"$30,000 - $39,999",Right,32640,48426970
2019-04-17 10:40:34,2019-04-17 10:55:45,IP Address,171.78.168.251,100,911,True,2019-04-17 10:55:46,R_1OOYVQCZERdEB5G,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,12-3-15057-17504-10070-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,35 - 44,No,White,4 year degree,Married,Employed full time,"$60,000 - $69,999",Right,02024,91635269
2019-04-17 10:54:12,2019-04-17 10:57:52,IP Address,104.231.192.3,100,219,True,2019-04-17 10:57:52,R_2wpHyfdw7z9Z0mF,,,,,43.1165924072265625,-87.9904022216796875,anonymous,EN,I consent,2,0-6-6962-7301-7044-L,Yes,Yes,Yes,Slightly dissatisfied,Moderately intuitive,Female,18 - 24,No,White,4 year degree,Married,Employed full time,"$90,000 - $99,999",Right,53225,50319138
2019-04-17 10:59:57,2019-04-17 11:04:55,IP Address,72.142.126.134,100,297,True,2019-04-17 11:04:55,R_2xLyo1IkfxfpOqJ,,,,,45.5063018798828125,-73.57939910888671875,anonymous,EN,I consent,7,4-5-7464-7681-3576-R,Yes,No,Yes,Moderately satisfied,Moderately intuitive,Male,18 - 24,No,White,Some college,Never married,Employed full time,"$30,000 - $39,999",Left,na,91560489
2019-04-17 11:06:39,2019-04-17 11:12:51,IP Address,67.44.193.125,100,372,True,2019-04-17 11:12:51,R_2WZODFmi8FElvM4,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,2,0-5-34772-13552-9799-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,25 - 34,No,White,4 year degree,Divorced,Employed full time,"$80,000 - $89,999",Right,76031,61468815
2019-04-17 11:28:58,2019-04-17 11:36:20,IP Address,157.50.14.123,100,441,True,2019-04-17 11:36:20,R_2wnwXHvpyxHlHnK,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,0,7-10-4137-5314-36810-R,No,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,25 - 34,Yes,American Indian or Alaska Native,4 year degree,Never married,Employed full time,"Less than $10,000",Right,99502,69392873
2019-04-17 11:53:52,2019-04-17 12:01:20,IP Address,99.117.208.181,100,448,True,2019-04-17 12:01:22,R_3kO1vuTlHVGubY1,,,,,41.9777984619140625,-88.2017974853515625,anonymous,EN,I consent,2,2-7-30320-12504-8369-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,35 - 44,No,Asian,Professional degree,Married,Unemployed looking for work,"$90,000 - $99,999",Right,60103,20163578
2019-04-17 11:48:28,2019-04-17 12:06:44,IP Address,88.164.234.225,100,1096,True,2019-04-17 12:06:45,R_245ILlfPu1ZU1Mi,,,,,47.283294677734375,-2.1999969482421875,anonymous,EN,I consent,2,4-1-4990-6810-4309-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,55 - 64,No,White,2 year degree,Married,Retired,"$30,000 - $39,999",Right,na,71014373
2019-04-17 12:11:48,2019-04-17 12:15:14,IP Address,212.201.76.180,100,205,True,2019-04-17 12:15:14,R_2fIoI8J2x4MaHmS,,,,,50.727203369140625,7.0850982666015625,anonymous,EN,I consent,2,1-5-4300-4667-5015-R,Yes,Yes,Yes,Extremely satisfied,Moderately intuitive,Male,25 - 34,No,White,Professional degree,Never married,Employed full time,"$40,000 - $49,999",Right,na,12112727
2019-04-17 12:13:47,2019-04-17 12:18:04,IP Address,77.103.27.248,100,256,True,2019-04-17 12:18:04,R_2c26qlQ6xZPlM9k,,,,,51.733306884765625,0.483306884765625,anonymous,EN,I consent,2,6-1-8912-8800-13200-L,Yes,Yes,No,Moderately dissatisfied,Not intuitive at all,Female,18 - 24,No,White,4 year degree,Never married,Employed full time,"$30,000 - $39,999",Right,na,31726223
2019-04-17 12:38:21,2019-04-17 12:47:36,IP Address,157.50.23.77,100,555,True,2019-04-17 12:47:36,R_cTmgMPqHnpe6kpP,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,0-5-5576-7365-5333-R,No,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,No,Asian,Professional degree,Never married,Employed full time,"Less than $10,000",Right,na,82540348
2019-04-17 12:51:19,2019-04-17 12:56:58,IP Address,12.86.6.130,100,339,True,2019-04-17 12:56:58,R_1QYnx8gmHBey3Pb,,,,,32.962799072265625,-96.36479949951171875,anonymous,EN,I consent,2,5-1-8232-17363-9178-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,35 - 44,No,White,Professional degree,Divorced,Employed part time,"$10,000 - $19,999",Right,75189,82615251
